HES2	Yes	Known motif				
HES3	Yes	Inferred motif				
HES4	Yes	Inferred motif				
HES5	Yes	Known motif				
HES6	Yes	Known motif				
HES7	Yes	Known motif				
HEY1	Yes	Known motif				
HEY2	Yes	Known motif				
HEYL	Yes	Inferred motif				
HIF1A	Yes	Known motif				
HIF3A	Yes	Inferred motif				
ID1	No	Unlikely to be sequence specific TF				
ID2	No	Unlikely to be sequence specific TF				
ID3	No	Unlikely to be sequence specific TF				
ID4	No	Unlikely to be sequence specific TF				
LYL1	Yes	Inferred motif				
MAX	Yes	Known motif				
MESP1	Yes	Known motif				
MESP2	Yes	Known motif				
MITF	Yes	Known motif				
MLX	Yes	Known motif				
MLXIP	Yes	Inferred motif				
MLXIPL	Yes	Known motif				
MNT	Yes	Known motif				
MSC	Yes	Known motif				
MSGN1	Yes	Known motif				
MXD1	Yes	Inferred motif				
MXD3	Yes	Inferred motif				
MXD4	Yes	Inferred motif				
MXI1	Yes	Known motif				
MYC	Yes	Known motif				
MYCL	Yes	Inferred motif				
MYCN	Yes	Known motif				
MYF5	Yes	Known motif				
MYF6	Yes	Known motif				
MYOD1	Yes	Known motif				
MYOG	Yes	Known motif				
NCOA1	Yes	Likely to be sequence specific TF				
NCOA2	Yes	Likely to be sequence specific TF				
NCOA3	Yes	Likely to be sequence specific TF				
NEUROD1	Yes	Known motif				
NEUROD2	Yes	Known motif				
NEUROD4	Yes	Inferred motif				
NEUROD6	Yes	Inferred motif				
NEUROG1	Yes	Known motif				
NEUROG2	Yes	Known motif				
NEUROG3	Yes	Inferred motif				
NHLH1	Yes	Known motif				
NHLH2	Yes	Known motif				`
NPAS1	Yes	Inferred motif				
NPAS2	Yes	Known motif				
NPAS3	Yes	Inferred motif				
NPAS4	Yes	Inferred motif				
OLIG1	Yes	Known motif				
OLIG2	Yes	Known motif				
OLIG3	Yes	Known motif				
PTF1A	Yes	Known motif				
SCX	Yes	Inferred motif				
SIM1	Yes	Inferred motif				
SIM2	Yes	Inferred motif				
SOHLH1	Yes	Likely to be sequence specific TF				
SOHLH2	Yes	Known motif				
SREBF1	Yes	Known motif				
SREBF2	Yes	Known motif				
TAL1	Yes	Known motif				
TAL2	Yes	Inferred motif				
TCF12	Yes	Known motif				
TCF15	Yes	Inferred motif				
TCF21	Yes	Known motif				
TCF23	Yes	Inferred motif				
TCF24	Yes	Inferred motif				
TCF3	Yes	Known motif				
TCF4	Yes	Known motif				
TCFL5	Yes	Known motif				
TFAP4	Yes	Known motif				
TFE3	Yes	Known motif				
TFEB	Yes	Known motif				
TFEC	Yes	Known motif				
TWIST1	Yes	Known motif				
TWIST2	Yes	Known motif				
USF1	Yes	Known motif				
USF2	Yes	Known motif				
USF3	Yes	Likely to be sequence specific TF				
POGK	Yes	Likely to be sequence specific TF				
AC023509.3	Yes	Known motif				
APC2	No	Unlikely to be sequence specific TF				
ATF1	Yes	Known motif				
ATF2	Yes	Known motif				
ATF3	Yes	Known motif				
ATF4	Yes	Known motif				
ATF5	Yes	Known motif				
ATF6	Yes	Known motif				
ATF6B	Yes	Known motif				
ATF7	Yes	Known motif				
BACH1	Yes	Known motif				
BACH2	Yes	Known motif				
BATF	Yes	Known motif				
BATF2	Yes	Likely to be sequence specific TF				
BATF3	Yes	Known motif				
BEND4	No	Unlikely to be sequence specific TF				
CCDC3	No	Unlikely to be sequence specific TF				
CCDC83	No	Unlikely to be sequence specific TF				
CEBPA	Yes	Known motif				
CEBPB	Yes	Known motif				
CEBPD	Yes	Known motif				
CEBPE	Yes	Known motif				
CEBPG	Yes	Known motif				
CREB1	Yes	Known motif				
CREB3	Yes	Known motif				
CREB3L1	Yes	Known motif				
CREB3L2	Yes	Known motif				
CREB3L3	Yes	Likely to be sequence specific TF				
CREB3L4	Yes	Known motif				
CREB5	Yes	Known motif				
CREBL2	Yes	Inferred motif				
CREBRF	No	Unlikely to be sequence specific TF				
CREBZF	Yes	Inferred motif				
CREM	Yes	Known motif				
DBP	Yes	Known motif				
DDIT3	Yes	Known motif				
FOS	Yes	Known motif				
FOSB	Yes	Known motif				
FOSL1	Yes	Known motif				
FOSL2	Yes	Known motif				
GULP1	No	Unlikely to be sequence specific TF				
HLF	Yes	Known motif				
HOOK2	No	Unlikely to be sequence specific TF				
IQGAP1	No	Unlikely to be sequence specific TF				
JDP2	Yes	Known motif				
JUN	Yes	Known motif				
JUNB	Yes	Known motif				
JUND	Yes	Known motif				
KIF15	No	Unlikely to be sequence specific TF				
KRT13	No	Unlikely to be sequence specific TF				
MAF	Yes	Known motif				
MAFA	Yes	Known motif				
MAFB	Yes	Known motif				
MAFF	Yes	Known motif				
MAFG	Yes	Known motif				
MAFK	Yes	Known motif				
MORC3	No	ssDNA/RNA binding				
NDC80	No	Unlikely to be sequence specific TF				
NFE2	Yes	Known motif				
NFE2L1	Yes	Known motif				
NFE2L2	Yes	Known motif				
NFE2L3	Yes	Known motif				
NFIL3	Yes	Known motif				
NRBF2	No	Unlikely to be sequence specific TF				
NRL	Yes	Known motif				
PPP1R21	No	Unlikely to be sequence specific TF				
RAB11FIP4	No	Unlikely to be sequence specific TF				
RNF219	No	Unlikely to be sequence specific TF				
SCOC	No	Unlikely to be sequence specific TF				
TEF	Yes	Known motif				
TRAK2	No	Unlikely to be sequence specific TF				
XBP1	Yes	Known motif				
AC008770.3	Yes	Likely to be sequence specific TF				
AC092835.1	Yes	Likely to be sequence specific TF				
AC138696.1	Yes	Known motif				
AEBP2	Yes	Likely to be sequence specific TF				
AKAP8	Yes	Likely to be sequence specific TF				
AKAP8L	Yes	Likely to be sequence specific TF				
ANKZF1	Yes	Likely to be sequence specific TF				
ATMIN	Yes	Likely to be sequence specific TF				
BCL11A	Yes	Known motif				
BCL11B	Yes	Known motif				
BCL6	Yes	Known motif				
BCL6B	Yes	Known motif				
BNC1	Yes	Inferred motif				
BNC2	Yes	Inferred motif				
CASZ1	Yes	Likely to be sequence specific TF				
CCDC17	Yes	Likely to be sequence specific TF				
CHAMP1	Yes	Likely to be sequence specific TF				
CPXCR1	Yes	Likely to be sequence specific TF				
CTCF	Yes	Known motif				
CTCFL	Yes	Known motif				
DPF1	Yes	Known motif				
DPF3	Yes	Inferred motif				
DZIP1	Yes	Likely to be sequence specific TF				
E4F1	Yes	Known motif				
EEA1	Yes	Likely to be sequence specific TF				
EGR1	Yes	Known motif				
EGR2	Yes	Known motif				
EGR3	Yes	Known motif				
EGR4	Yes	Known motif				
FAM170A	Yes	Likely to be sequence specific TF				
FEZF1	Yes	Known motif				
FEZF2	Yes	Inferred motif				
FIZ1	Yes	Likely to be sequence specific TF				
GFI1	Yes	Known motif				
GFI1B	Yes	Known motif				
GLI1	Yes	Known motif				
GLI2	Yes	Known motif				
GLI3	Yes	Known motif				
GLI4	Yes	Known motif				
GLIS1	Yes	Known motif				
GLIS2	Yes	Known motif				
GLIS3	Yes	Known motif				
GTF3A	Yes	Known motif				
GZF1	Yes	Known motif				
HIC1	Yes	Known motif				
HIC2	Yes	Known motif				
HINFP	Yes	Known motif				
HIVEP1	Yes	Known motif				
HIVEP2	Yes	Known motif				
HIVEP3	Yes	Inferred motif				
HKR1	Yes	Known motif				
IKZF1	Yes	Known motif				
IKZF2	Yes	Known motif				
IKZF3	Yes	Known motif				
IKZF4	Yes	Inferred motif				
IKZF5	Yes	Inferred motif				
INSM1	Yes	Known motif				
INSM2	Yes	Likely to be sequence specific TF				
JAZF1	Yes	Likely to be sequence specific TF				
KAT7	Yes	Likely to be sequence specific TF				
KCMF1	Yes	Likely to be sequence specific TF				
KIN	Yes	Likely to be sequence specific TF				
KLF1	Yes	Known motif				
KLF10	Yes	Known motif				
KLF11	Yes	Known motif				
KLF12	Yes	Known motif				
KLF13	Yes	Known motif				
KLF14	Yes	Known motif				
KLF15	Yes	Known motif				
KLF16	Yes	Known motif				
KLF17	Yes	Known motif				
KLF2	Yes	Known motif				
KLF3	Yes	Known motif				
KLF4	Yes	Known motif				
KLF5	Yes	Known motif				
KLF6	Yes	Known motif				
KLF7	Yes	Known motif				
KLF8	Yes	Known motif				
KLF9	Yes	Known motif				
L3MBTL1	Yes	Likely to be sequence specific TF				
L3MBTL3	Yes	Likely to be sequence specific TF				
L3MBTL4	Yes	Likely to be sequence specific TF				
MAZ	Yes	Known motif				
MECOM	Yes	Known motif				
MTF1	Yes	Known motif				
MYNN	Yes	Known motif				
MYT1	Yes	Likely to be sequence specific TF				
MYT1L	Yes	Inferred motif				
MZF1	Yes	Known motif				
NUFIP1	No	ssDNA/RNA binding				
OSR1	Yes	Known motif				
OSR2	Yes	Known motif				
OVOL1	Yes	Known motif				
OVOL2	Yes	Known motif				
OVOL3	Yes	Likely to be sequence specific TF				
PEG3	Yes	Likely to be sequence specific TF				
PLAG1	Yes	Known motif				
PLAGL1	Yes	Known motif				
PLAGL2	Yes	Known motif				
PRDM1	Yes	Known motif				
PRDM10	Yes	Likely to be sequence specific TF				
PRDM12	Yes	Known motif				
PRDM13	Yes	Likely to be sequence specific TF				
PRDM14	Yes	Known motif				
PRDM15	Yes	Known motif				
PRDM16	Yes	Inferred motif				
PRDM2	Yes	Likely to be sequence specific TF				
PRDM4	Yes	Known motif				
PRDM5	Yes	Likely to be sequence specific TF				
PRDM6	Yes	Known motif				
PRDM8	Yes	Likely to be sequence specific TF				
PRDM9	Yes	Known motif				
PRMT3	Yes	Likely to be sequence specific TF				
RBAK	Yes	Known motif				
RBSN	Yes	Likely to be sequence specific TF				
REPIN1	Yes	Likely to be sequence specific TF				
REST	Yes	Known motif				
RLF	Yes	Likely to be sequence specific TF				
RREB1	Yes	Known motif				
SALL1	Yes	Inferred motif				
SALL2	Yes	Known motif				
SALL3	Yes	Likely to be sequence specific TF				
SALL4	Yes	Inferred motif				
SCRT1	Yes	Known motif				
SCRT2	Yes	Known motif				
SLC2A4RG	Yes	Likely to be sequence specific TF				
SNAI1	Yes	Known motif				
SNAI2	Yes	Known motif				
SNAI3	Yes	Known motif				
SP1	Yes	Known motif				
SP2	Yes	Known motif				
SP3	Yes	Known motif				
SP4	Yes	Known motif				
SP5	Yes	Known motif				
SP6	Yes	Inferred motif				
SP7	Yes	Known motif				
SP8	Yes	Known motif				
SP9	Yes	Known motif				
ST18	Yes	Inferred motif				
TRAFD1	Yes	Likely to be sequence specific TF				
TSHZ1	Yes	Likely to be sequence specific TF				
TSHZ2	Yes	Likely to be sequence specific TF				
TSHZ3	Yes	Likely to be sequence specific TF				
VEZF1	Yes	Known motif				
WIZ	Yes	Likely to be sequence specific TF				
WT1	Yes	Known motif				
YY1	Yes	Known motif				
YY2	Yes	Known motif				
ZBTB1	Yes	Known motif				
ZBTB10	Yes	Likely to be sequence specific TF				
ZBTB11	Yes	Known motif				
ZBTB12	Yes	Known motif				
ZBTB14	Yes	Known motif				
ZBTB16	Yes	Known motif				
ZBTB17	Yes	Likely to be sequence specific TF				
ZBTB18	Yes	Known motif				
ZBTB2	Yes	Known motif				
ZBTB20	Yes	Known motif				
ZBTB21	Yes	Likely to be sequence specific TF				
ZBTB22	Yes	Known motif				
ZBTB25	Yes	Likely to be sequence specific TF				
ZBTB26	Yes	Known motif				
ZBTB3	Yes	Known motif				
ZBTB32	Yes	Known motif				
ZBTB33	Yes	Known motif				
ZBTB34	Yes	Inferred motif				
ZBTB37	Yes	Known motif				
ZBTB38	Yes	Likely to be sequence specific TF				
ZBTB39	Yes	Likely to be sequence specific TF				
ZBTB4	Yes	Known motif				
ZBTB40	Yes	Likely to be sequence specific TF				
ZBTB41	Yes	Likely to be sequence specific TF				
ZBTB42	Yes	Known motif				
ZBTB43	Yes	Known motif				
ZBTB44	Yes	Known motif				
ZBTB45	Yes	Known motif				
ZBTB46	Yes	Likely to be sequence specific TF				
ZBTB47	Yes	Likely to be sequence specific TF				
ZBTB48	Yes	Known motif				
ZBTB49	Yes	Known motif				
ZBTB5	Yes	Likely to be sequence specific TF				
ZBTB6	Yes	Known motif				
ZBTB7A	Yes	Known motif				
ZBTB7B	Yes	Known motif				
ZBTB7C	Yes	Known motif				
ZBTB8A	Yes	Likely to be sequence specific TF				
ZBTB8B	Yes	Likely to be sequence specific TF				
ZBTB9	Yes	Likely to be sequence specific TF				
ZFAT	Yes	Likely to be sequence specific TF				
ZFP1	Yes	Known motif				
ZFP14	Yes	Known motif				
ZFP2	Yes	Inferred motif				
ZFP28	Yes	Known motif				
ZFP3	Yes	Known motif				
ZFP30	Yes	Inferred motif				
ZFP37	Yes	Likely to be sequence specific TF				
ZFP41	Yes	Known motif				
ZFP42	Yes	Known motif				
ZFP57	Yes	Known motif				
ZFP62	Yes	Likely to be sequence specific TF				
ZFP64	Yes	Known motif				
ZFP69	Yes	Known motif				
ZFP69B	Yes	Known motif				
ZFP82	Yes	Known motif				
ZFP90	Yes	Known motif				
ZFP91	Yes	Likely to be sequence specific TF				
ZFP92	Yes	Known motif				
ZFPL1	No	Unlikely to be sequence specific TF				
ZFPM1	Yes	Likely to be sequence specific TF				
ZFPM2	Yes	Likely to be sequence specific TF				
ZFR	No	ssDNA/RNA binding				
ZFR2	No	ssDNA/RNA binding				
ZFX	Yes	Known motif				
ZFY	Yes	Inferred motif				
ZIC1	Yes	Known motif				
ZIC2	Yes	Known motif				
ZIC3	Yes	Known motif				
ZIC4	Yes	Known motif				
ZIC5	Yes	Known motif				
ZIK1	Yes	Known motif				
ZIM2	Yes	Known motif				
ZIM3	Yes	Known motif				
ZKSCAN1	Yes	Known motif				
ZKSCAN2	Yes	Known motif				
ZKSCAN3	Yes	Known motif				
ZKSCAN4	Yes	Likely to be sequence specific TF				
ZKSCAN5	Yes	Known motif				
ZKSCAN7	Yes	Known motif				
ZKSCAN8	Yes	Likely to be sequence specific TF				
ZMAT1	Yes	Likely to be sequence specific TF				
ZMAT3	No	ssDNA/RNA binding				
ZMAT4	Yes	Likely to be sequence specific TF				
ZNF10	Yes	Known motif				
ZNF100	Yes	Known motif				
ZNF101	Yes	Known motif				
ZNF106	No	Unlikely to be sequence specific TF				
ZNF107	Yes	Likely to be sequence specific TF				
ZNF112	Yes	Likely to be sequence specific TF				
ZNF114	Yes	Known motif				
ZNF117	Yes	Inferred motif				
ZNF12	Yes	Known motif				
ZNF121	Yes	Known motif				
ZNF124	Yes	Known motif				
ZNF131	Yes	Likely to be sequence specific TF				
ZNF132	Yes	Known motif				
ZNF133	Yes	Known motif				
ZNF134	Yes	Known motif				
ZNF135	Yes	Known motif				
ZNF136	Yes	Known motif				
ZNF138	Yes	Likely to be sequence specific TF				
ZNF14	Yes	Likely to be sequence specific TF				
ZNF140	Yes	Known motif				
ZNF141	Yes	Known motif				
ZNF142	Yes	Likely to be sequence specific TF				
ZNF143	Yes	Known motif				
ZNF146	Yes	Known motif				
ZNF148	Yes	Known motif				
ZNF154	Yes	Known motif				
ZNF155	Yes	Likely to be sequence specific TF				
ZNF157	Yes	Known motif				
ZNF16	Yes	Known motif				
ZNF160	Yes	Likely to be sequence specific TF				
ZNF165	Yes	Likely to be sequence specific TF				
ZNF169	Yes	Known motif				
ZNF17	Yes	Known motif				
ZNF174	Yes	Known motif				
ZNF175	Yes	Known motif				
ZNF177	Yes	Known motif				
ZNF18	Yes	Known motif				
ZNF180	Yes	Known motif				
ZNF181	Yes	Known motif				
ZNF182	Yes	Known motif				
ZNF184	Yes	Known motif				
ZNF189	Yes	Known motif				
ZNF19	Yes	Known motif				
ZNF195	Yes	Likely to be sequence specific TF				
ZNF197	Yes	Known motif				
ZNF2	Yes	Known motif				
ZNF20	Yes	Likely to be sequence specific TF				
ZNF200	Yes	Known motif				
ZNF202	Yes	Known motif				
ZNF205	Yes	Known motif				
ZNF207	Yes	Likely to be sequence specific TF				
ZNF208	Yes	Likely to be sequence specific TF				
ZNF211	Yes	Known motif				
ZNF212	Yes	Known motif				
ZNF213	Yes	Known motif				
ZNF214	Yes	Known motif				
ZNF215	Yes	Likely to be sequence specific TF				
ZNF217	Yes	Known motif				
ZNF219	Yes	Known motif				
ZNF22	Yes	Known motif				
ZNF221	Yes	Likely to be sequence specific TF				
ZNF222	Yes	Known motif				
ZNF223	Yes	Known motif				
ZNF224	Yes	Known motif				
ZNF225	Yes	Known motif				
ZNF226	Yes	Likely to be sequence specific TF				
ZNF227	Yes	Likely to be sequence specific TF				
ZNF229	Yes	Likely to be sequence specific TF				
ZNF23	Yes	Known motif				
ZNF230	Yes	Likely to be sequence specific TF				
ZNF232	Yes	Known motif				
ZNF233	Yes	Likely to be sequence specific TF				
ZNF234	Yes	Likely to be sequence specific TF				
ZNF235	Yes	Known motif				
ZNF236	Yes	Known motif				
ZNF239	Yes	Likely to be sequence specific TF				
ZNF24	Yes	Likely to be sequence specific TF				
ZNF248	Yes	Known motif				
ZNF25	Yes	Known motif				
ZNF250	Yes	Known motif				
ZNF251	Yes	Likely to be sequence specific TF				
ZNF253	Yes	Likely to be sequence specific TF				
ZNF254	Yes	Known motif				
ZNF256	Yes	Likely to be sequence specific TF				
ZNF257	Yes	Known motif				
ZNF26	Yes	Known motif				
ZNF260	Yes	Known motif				
ZNF263	Yes	Known motif				
ZNF264	Yes	Known motif				
ZNF266	Yes	Known motif				
ZNF267	Yes	Known motif				
ZNF268	Yes	Likely to be sequence specific TF				
ZNF273	Yes	Known motif				
ZNF274	Yes	Known motif				
ZNF275	Yes	Likely to be sequence specific TF				
ZNF276	Yes	Known motif				
ZNF28	Yes	Known motif				
ZNF280A	Yes	Known motif				
ZNF280B	Yes	Likely to be sequence specific TF				
ZNF280C	Yes	Likely to be sequence specific TF				
ZNF280D	Yes	Likely to be sequence specific TF				
ZNF281	Yes	Known motif				
ZNF282	Yes	Known motif				
ZNF283	Yes	Known motif				
ZNF284	Yes	Known motif				
ZNF285	Yes	Known motif				
ZNF286A	Yes	Likely to be sequence specific TF				
ZNF286B	Yes	Likely to be sequence specific TF				
ZNF287	Yes	Known motif				
ZNF292	Yes	Likely to be sequence specific TF				
ZNF296	Yes	Known motif				
ZNF3	Yes	Known motif				
ZNF30	Yes	Known motif				
ZNF300	Yes	Known motif				
ZNF302	Yes	Known motif				
ZNF304	Yes	Known motif				
ZNF311	Yes	Known motif				
ZNF316	Yes	Known motif				
ZNF317	Yes	Known motif				
ZNF318	Yes	Likely to be sequence specific TF				
ZNF319	Yes	Likely to be sequence specific TF				
ZNF32	Yes	Known motif				
ZNF320	Yes	Known motif				
ZNF322	Yes	Known motif				
ZNF324	Yes	Known motif				
ZNF324B	Yes	Known motif				
ZNF326	Yes	Likely to be sequence specific TF				
ZNF329	Yes	Known motif				
ZNF331	Yes	Known motif				
ZNF333	Yes	Known motif				
ZNF334	Yes	Known motif				
ZNF335	Yes	Likely to be sequence specific TF				
ZNF337	Yes	Known motif				
ZNF33A	Yes	Known motif				
ZNF33B	Yes	Known motif				
ZNF34	Yes	Known motif				
ZNF341	Yes	Known motif				
ZNF343	Yes	Known motif				
ZNF345	Yes	Known motif				
ZNF346	Yes	Likely to be sequence specific TF				
ZNF347	Yes	Likely to be sequence specific TF				
ZNF35	Yes	Known motif				
ZNF350	Yes	Known motif				
ZNF354A	Yes	Known motif				
ZNF354B	Yes	Known motif				
ZNF354C	Yes	Known motif				
ZNF355P	No	Unlikely to be sequence specific TF				
ZNF358	Yes	Likely to be sequence specific TF				
ZNF362	Yes	Likely to be sequence specific TF				
ZNF365	Yes	Likely to be sequence specific TF				
ZNF366	Yes	Likely to be sequence specific TF				
ZNF367	Yes	Likely to be sequence specific TF				
ZNF37A	Yes	Known motif				
ZNF382	Yes	Known motif				
ZNF383	Yes	Known motif				
ZNF384	Yes	Known motif				
ZNF385A	Yes	Likely to be sequence specific TF				
ZNF385B	Yes	Likely to be sequence specific TF				
ZNF385C	Yes	Likely to be sequence specific TF				
ZNF385D	Yes	Known motif				
ZNF391	Yes	Likely to be sequence specific TF				
ZNF394	Yes	Known motif				
ZNF395	Yes	Likely to be sequence specific TF				
ZNF396	Yes	Known motif				
ZNF397	Yes	Likely to be sequence specific TF				
ZNF398	Yes	Known motif				
ZNF404	Yes	Likely to be sequence specific TF				
ZNF407	Yes	Likely to be sequence specific TF				
ZNF408	Yes	Likely to be sequence specific TF				
ZNF41	Yes	Known motif				
ZNF410	Yes	Known motif				
ZNF414	Yes	Likely to be sequence specific TF				
ZNF415	Yes	Known motif				
ZNF416	Yes	Known motif				
ZNF417	Yes	Known motif				
ZNF418	Yes	Known motif				
ZNF419	Yes	Known motif				
ZNF420	Yes	Likely to be sequence specific TF				
ZNF423	Yes	Known motif				
ZNF425	Yes	Known motif				
ZNF426	Yes	Likely to be sequence specific TF				
ZNF428	Yes	Likely to be sequence specific TF				
ZNF429	Yes	Known motif				
ZNF43	Yes	Likely to be sequence specific TF				
ZNF430	Yes	Known motif				
ZNF431	Yes	Known motif				
ZNF432	Yes	Known motif				
ZNF433	Yes	Known motif				
ZNF436	Yes	Known motif				
ZNF438	Yes	Likely to be sequence specific TF				
ZNF439	Yes	Known motif				
ZNF44	Yes	Known motif				
ZNF440	Yes	Known motif				
ZNF441	Yes	Known motif				
ZNF442	Yes	Known motif				
ZNF443	Yes	Known motif				
ZNF444	Yes	Known motif				
ZNF445	Yes	Known motif				
ZNF446	Yes	Likely to be sequence specific TF				
ZNF449	Yes	Known motif				
ZNF45	Yes	Known motif				
ZNF451	Yes	Likely to be sequence specific TF				
ZNF454	Yes	Known motif				
ZNF460	Yes	Known motif				
ZNF461	Yes	Likely to be sequence specific TF				
ZNF462	Yes	Likely to be sequence specific TF				
ZNF467	Yes	Known motif				
ZNF468	Yes	Known motif				
ZNF469	Yes	Likely to be sequence specific TF				
ZNF470	Yes	Likely to be sequence specific TF				
ZNF471	Yes	Likely to be sequence specific TF				
ZNF473	Yes	Likely to be sequence specific TF				
ZNF474	Yes	Likely to be sequence specific TF				
ZNF479	Yes	Known motif				
ZNF48	Yes	Likely to be sequence specific TF				
ZNF480	Yes	Known motif				
ZNF483	Yes	Known motif				
ZNF484	Yes	Known motif				
ZNF485	Yes	Known motif				
ZNF486	Yes	Known motif				
ZNF487	Yes	Known motif				
ZNF488	Yes	Likely to be sequence specific TF				
ZNF490	Yes	Known motif				
ZNF491	Yes	Likely to be sequence specific TF				
ZNF492	Yes	Known motif				
ZNF493	Yes	Likely to be sequence specific TF				
ZNF496	Yes	Known motif				
ZNF497	Yes	Likely to be sequence specific TF				
ZNF500	Yes	Likely to be sequence specific TF				
ZNF501	Yes	Known motif				
ZNF502	Yes	Known motif				
ZNF503	Yes	Likely to be sequence specific TF				
ZNF506	Yes	Known motif				
ZNF507	Yes	Likely to be sequence specific TF				
ZNF510	Yes	Likely to be sequence specific TF				
ZNF511	Yes	Likely to be sequence specific TF				
ZNF512B	Yes	Likely to be sequence specific TF				
ZNF513	Yes	Known motif				
ZNF514	Yes	Likely to be sequence specific TF				
ZNF516	Yes	Likely to be sequence specific TF				
ZNF517	Yes	Likely to be sequence specific TF				
ZNF518A	Yes	Likely to be sequence specific TF				
ZNF518B	Yes	Likely to be sequence specific TF				
ZNF519	Yes	Known motif				
ZNF521	Yes	Known motif				
ZNF525	Yes	Known motif				
ZNF526	Yes	Likely to be sequence specific TF				
ZNF527	Yes	Known motif				
ZNF528	Yes	Known motif				
ZNF529	Yes	Known motif				
ZNF530	Yes	Known motif				
ZNF532	Yes	Likely to be sequence specific TF				
ZNF534	Yes	Known motif				
ZNF536	Yes	Likely to be sequence specific TF				
ZNF540	Yes	Known motif				
ZNF542P	No	Unlikely to be sequence specific TF				
ZNF543	Yes	Known motif				
ZNF544	Yes	Likely to be sequence specific TF				
ZNF546	Yes	Likely to be sequence specific TF				
ZNF547	Yes	Known motif				
ZNF548	Yes	Known motif				
ZNF549	Yes	Known motif				
ZNF550	Yes	Known motif				
ZNF551	Yes	Likely to be sequence specific TF				
ZNF552	Yes	Known motif				
ZNF554	Yes	Known motif				
ZNF555	Yes	Known motif				
ZNF556	Yes	Likely to be sequence specific TF				
ZNF557	Yes	Known motif				
ZNF558	Yes	Known motif				
ZNF559	Yes	Likely to be sequence specific TF				
ZNF560	Yes	Likely to be sequence specific TF				
ZNF561	Yes	Known motif				
ZNF562	Yes	Known motif				
ZNF563	Yes	Known motif				
ZNF564	Yes	Known motif				
ZNF565	Yes	Known motif				
ZNF566	Yes	Known motif				
ZNF567	Yes	Known motif				
ZNF568	Yes	Likely to be sequence specific TF				
ZNF569	Yes	Likely to be sequence specific TF				
ZNF57	Yes	Likely to be sequence specific TF				
ZNF570	Yes	Known motif				
ZNF571	Yes	Known motif				
ZNF572	Yes	Likely to be sequence specific TF				
ZNF573	Yes	Known motif				
ZNF574	Yes	Known motif				
ZNF575	Yes	Likely to be sequence specific TF				
ZNF576	Yes	Likely to be sequence specific TF				
ZNF577	Yes	Likely to be sequence specific TF				
